key,affinity,fold0,fold1,fold2,fold3,fold4
3R2C_0_RNA_R_3R2C_0_PROT_A_J,-10.63,test,train,train,train,train
3R9W_0_RNA_B_3R9W_0_PROT_A,-10.77,train,train,train,test,train
3RW6_0_RNA_H_3RW6_0_PROT_A,-9.61,test,train,train,train,train
3SIU_0_RNA_C_3SIU_0_PROT_A_B,-9.17,test,train,train,train,train
3TRZ_0_RNA_U_V_3TRZ_0_PROT_A_B,-11.04,train,test,train,train,train
3UZS_0_RNA_C_3UZS_0_PROT_A,-10.31,train,test,train,train,train
3UZT_0_RNA_B_3UZT_0_PROT_A,-10.166,train,test,train,train,train
3V11_0_RNA_D_3V11_0_PROT_A_B,-12.271,train,train,train,test,train
3V6Y_0_RNA_B_3V6Y_0_PROT_A,-11.465,train,test,train,train,train
3V71_0_RNA_B_3V71_0_PROT_A,-10.31,test,train,train,train,train
3V74_0_RNA_B_3V74_0_PROT_A,-11.619,train,test,train,train,train
3V7E_0_RNA_C_3V7E_0_PROT_A,-9.32,test,train,train,train,train
3VYX_0_RNA_B_C_3VYX_0_PROT_A,-9.35,test,train,train,train,train
4B3G_0_RNA_G_4B3G_0_PROT_A,-9.5,train,train,train,train,test
4B8T_0_RNA_B_4B8T_0_PROT_A,-7.13,train,train,train,train,test
4B8T_10_RNA_B_4B8T_10_PROT_A,-7.13,train,train,train,train,test
4B8T_11_RNA_B_4B8T_11_PROT_A,-7.13,train,train,train,train,test
4B8T_12_RNA_B_4B8T_12_PROT_A,-7.13,train,train,train,train,test
4B8T_13_RNA_B_4B8T_13_PROT_A,-7.13,train,train,train,train,test
4B8T_14_RNA_B_4B8T_14_PROT_A,-7.13,train,train,train,train,test
4B8T_15_RNA_B_4B8T_15_PROT_A,-7.13,train,train,train,train,test
4B8T_16_RNA_B_4B8T_16_PROT_A,-7.13,train,train,train,train,test
4B8T_17_RNA_B_4B8T_17_PROT_A,-7.13,train,train,train,train,test
4B8T_18_RNA_B_4B8T_18_PROT_A,-7.13,train,train,train,train,test
4B8T_19_RNA_B_4B8T_19_PROT_A,-7.13,train,train,train,train,test
4B8T_1_RNA_B_4B8T_1_PROT_A,-7.13,train,train,train,train,test
4B8T_2_RNA_B_4B8T_2_PROT_A,-7.13,train,train,train,train,test
4B8T_3_RNA_B_4B8T_3_PROT_A,-7.13,train,train,train,train,test
4B8T_4_RNA_B_4B8T_4_PROT_A,-7.13,train,train,train,train,test
4B8T_5_RNA_B_4B8T_5_PROT_A,-7.13,train,train,train,train,test
4B8T_6_RNA_B_4B8T_6_PROT_A,-7.13,train,train,train,train,test
4B8T_7_RNA_B_4B8T_7_PROT_A,-7.13,train,train,train,train,test
4B8T_8_RNA_B_4B8T_8_PROT_A,-7.13,train,train,train,train,test
4B8T_9_RNA_B_4B8T_9_PROT_A,-7.13,train,train,train,train,test
4BS2_0_RNA_B_4BS2_0_PROT_A,-10.43,train,train,test,train,train
4BS2_10_RNA_B_4BS2_10_PROT_A,-10.43,train,train,test,train,train
4BS2_11_RNA_B_4BS2_11_PROT_A,-10.43,train,train,test,train,train
4BS2_12_RNA_B_4BS2_12_PROT_A,-10.43,train,train,test,train,train
4BS2_13_RNA_B_4BS2_13_PROT_A,-10.43,train,train,test,train,train
4BS2_14_RNA_B_4BS2_14_PROT_A,-10.43,train,train,test,train,train
4BS2_15_RNA_B_4BS2_15_PROT_A,-10.43,train,train,test,train,train
4BS2_16_RNA_B_4BS2_16_PROT_A,-10.43,train,train,test,train,train
4BS2_17_RNA_B_4BS2_17_PROT_A,-10.43,train,train,test,train,train
4BS2_18_RNA_B_4BS2_18_PROT_A,-10.43,train,train,test,train,train
4BS2_19_RNA_B_4BS2_19_PROT_A,-10.43,train,train,test,train,train
4BS2_1_RNA_B_4BS2_1_PROT_A,-10.43,train,train,test,train,train
4BS2_2_RNA_B_4BS2_2_PROT_A,-10.43,train,train,test,train,train
4BS2_3_RNA_B_4BS2_3_PROT_A,-10.43,train,train,test,train,train
4BS2_4_RNA_B_4BS2_4_PROT_A,-10.43,train,train,test,train,train
4BS2_5_RNA_B_4BS2_5_PROT_A,-10.43,train,train,test,train,train
4BS2_6_RNA_B_4BS2_6_PROT_A,-10.43,train,train,test,train,train
4BS2_7_RNA_B_4BS2_7_PROT_A,-10.43,train,train,test,train,train
4BS2_8_RNA_B_4BS2_8_PROT_A,-10.43,train,train,test,train,train
4BS2_9_RNA_B_4BS2_9_PROT_A,-10.43,train,train,test,train,train
4C7O_0_RNA_E_4C7O_0_PROT_A_B_D,-8.591,train,train,train,test,train
4C9D_0_RNA_C_4C9D_0_PROT_A,-11.465,train,test,train,train,train
4CIO_0_RNA_B_4CIO_0_PROT_A,-9.76,train,test,train,train,train
4CIO_10_RNA_B_4CIO_10_PROT_A,-9.76,train,test,train,train,train
4CIO_11_RNA_B_4CIO_11_PROT_A,-9.76,train,test,train,train,train
4CIO_12_RNA_B_4CIO_12_PROT_A,-9.76,train,test,train,train,train
4CIO_13_RNA_B_4CIO_13_PROT_A,-9.76,train,test,train,train,train
4CIO_14_RNA_B_4CIO_14_PROT_A,-9.76,train,test,train,train,train
4CIO_1_RNA_B_4CIO_1_PROT_A,-9.76,train,test,train,train,train
4CIO_2_RNA_B_4CIO_2_PROT_A,-9.76,train,test,train,train,train
4CIO_3_RNA_B_4CIO_3_PROT_A,-9.76,train,test,train,train,train
4CIO_4_RNA_B_4CIO_4_PROT_A,-9.76,train,test,train,train,train
4CIO_5_RNA_B_4CIO_5_PROT_A,-9.76,train,test,train,train,train
4CIO_6_RNA_B_4CIO_6_PROT_A,-9.76,train,test,train,train,train
4CIO_7_RNA_B_4CIO_7_PROT_A,-9.76,train,test,train,train,train
4CIO_8_RNA_B_4CIO_8_PROT_A,-9.76,train,test,train,train,train
4CIO_9_RNA_B_4CIO_9_PROT_A,-9.76,train,test,train,train,train
4ED5_0_RNA_D_4ED5_0_PROT_A,-9.08,train,train,test,train,train
4ERD_0_RNA_C_D_4ERD_0_PROT_A,-9.54,train,test,train,train,train
4GHL_0_RNA_E_F_4GHL_0_PROT_D,-7.063,train,train,train,test,train
4I67_0_RNA_B_4I67_0_PROT_A,-6.855,train,test,train,train,train
4JVH_0_RNA_D_4JVH_0_PROT_A,-9.756,train,test,train,train,train
4JVY_0_RNA_D_4JVY_0_PROT_A,-9.76,test,train,train,train,train
4JXX_0_RNA_B_4JXX_0_PROT_A,-8.786,train,train,train,test,train
4JXZ_0_RNA_B_4JXZ_0_PROT_A,-7.82,train,train,train,test,train
4JYZ_0_RNA_B_4JYZ_0_PROT_A,-8.628,train,train,train,test,train
4KJI_0_RNA_C_4KJI_0_PROT_A,-8.943,train,train,train,train,test
4KZE_0_RNA_R_4KZE_0_PROT_H_L,-10.365,test,train,train,train,train
4L8R_0_RNA_A_4L8R_0_PROT_B_C,-11.26,train,train,train,test,train
4LCK_0_RNA_C_4LCK_0_PROT_A,-9.655,test,train,train,train,train
4LJ0_0_RNA_C_D_E_4LJ0_0_PROT_A,-8.591,train,train,train,test,train
4M59_0_RNA_D_C_4M59_0_PROT_A_B,-9.533,train,train,train,train,test
4MDX_0_RNA_C_4MDX_0_PROT_A_B,-9.64,train,train,test,train,train
4N2Q_0_RNA_B_4N2Q_0_PROT_A,-11.45,train,train,train,test,train
4N2S_0_RNA_B_4N2S_0_PROT_A,-9.002,train,train,train,test,train
4NGB_0_RNA_B_4NGB_0_PROT_A,-10.34,train,train,train,train,test
4NKU_0_RNA_D_4NKU_0_PROT_A,-5.92,test,train,train,train,train
4O26_0_RNA_E_4O26_0_PROT_A,-7.91,test,train,train,train,train
4OE1_0_RNA_C_D_4OE1_0_PROT_A_B,-12.11,train,train,train,train,test
4OOG_0_RNA_D_4OOG_0_PROT_A_B_C,-8.09,test,train,train,train,train
4PDB_0_RNA_I_4PDB_0_PROT_A,-9.49,train,train,train,test,train
4PKD_0_RNA_V_4PKD_0_PROT_B,-11.16,train,train,train,test,train
4QEI_0_RNA_C_4QEI_0_PROT_A,-6.545,train,train,train,train,test
4QG3_0_RNA_B_4QG3_0_PROT_A,-10.537,train,train,test,train,train
4QI2_0_RNA_E_4QI2_0_PROT_A,-9.17,train,train,train,train,test
4QQB_0_RNA_P_4QQB_0_PROT_A_X,-12.144,train,train,test,train,train
4QVC_0_RNA_G_4QVC_0_PROT_D,-10.441,train,test,train,train,train
4QVD_0_RNA_H_4QVD_0_PROT_D_E,-7.945,train,test,train,train,train
4QVI_0_RNA_B_4QVI_0_PROT_A,-9.312,train,train,test,train,train
4R3I_0_RNA_B_4R3I_0_PROT_A,-7.77,train,test,train,train,train
4RCJ_0_RNA_B_4RCJ_0_PROT_A,-6.351,train,train,train,test,train
4TUX_0_RNA_C_4TUX_0_PROT_A,-10.003,test,train,train,train,train
4YHW_0_RNA_E_4YHW_0_PROT_A,-9.488,train,train,test,train,train
4YVI_0_RNA_C_4YVI_0_PROT_A_B,-8.67,train,train,train,train,test
4Z4C_0_RNA_B_D_4Z4C_0_PROT_A,-11.72,train,train,train,test,train
4Z4D_0_RNA_B_D_4Z4D_0_PROT_A,-11.891,train,train,train,test,train
4Z4E_0_RNA_B_D_4Z4E_0_PROT_A,-11.891,train,train,train,test,train
4Z4F_0_RNA_B_D_4Z4F_0_PROT_A,-12.744,train,train,train,test,train
4Z4G_0_RNA_B_D_4Z4G_0_PROT_A,-11.957,train,train,train,test,train
4Z4H_0_RNA_B_D_4Z4H_0_PROT_A,-12.031,train,train,train,test,train
4Z4I_0_RNA_B_D_4Z4I_0_PROT_A,-11.923,train,train,train,test,train
4Z7K_0_RNA_C_4Z7K_0_PROT_A_B,-12.984,test,train,train,train,train
4Z7L_0_RNA_C_4Z7L_0_PROT_A,-10.753,test,train,train,train,train
5DET_0_RNA_Q_5DET_0_PROT_B,-8.11,test,train,train,train,train
5DNO_0_RNA_B_5DNO_0_PROT_A,-7.833,train,train,train,test,train
5DV7_0_RNA_A_B_5DV7_0_PROT_C,-7.662,train,test,train,train,train
5E08_0_RNA_N_5E08_0_PROT_H_L,-10.908,test,train,train,train,train
5E3H_0_RNA_B_C_5E3H_0_PROT_A,-11.51,train,train,train,test,train
5EIM_0_RNA_C_5EIM_0_PROT_A,-8.124,train,train,train,test,train
5ELR_0_RNA_B_5ELR_0_PROT_C_D,-6.25,train,train,test,train,train
5EN1_0_RNA_B_5EN1_0_PROT_A,-8.943,train,train,test,train,train
5F5H_0_RNA_C_5F5H_0_PROT_A,-9.669,train,train,train,train,test
5F98_0_RNA_B_5F98_0_PROT_A,-11.957,test,train,train,train,train
5F9F_0_RNA_B_5F9F_0_PROT_A,-10.11,train,train,train,test,train
5F9H_0_RNA_B_5F9H_0_PROT_A,-11.923,train,train,train,test,train
5GXH_0_RNA_B_5GXH_0_PROT_A,-7.662,train,train,train,train,test
5GXI_0_RNA_B_5GXI_0_PROT_A,-7.8,train,train,train,train,test
5H1K_0_RNA_C_5H1K_0_PROT_A,-9.026,train,train,train,train,test
5H1L_0_RNA_B_5H1L_0_PROT_A,-8.18,train,train,train,train,test
5HO4_0_RNA_B_5HO4_0_PROT_A,-9.463,train,train,test,train,train
5ID6_0_RNA_G_5ID6_0_PROT_A,-11.649,test,train,train,train,train
5JB2_0_RNA_X_Y_5JB2_0_PROT_A,-12.27,train,train,test,train,train
5JBJ_0_RNA_X_Y_5JBJ_0_PROT_A,-9.581,train,train,test,train,train
5KL1_0_RNA_C_5KL1_0_PROT_A_B,-10.99,train,train,train,train,test
5KL8_0_RNA_C_5KL8_0_PROT_A_B,-10.8,train,train,train,train,test
5KLA_0_RNA_B_5KLA_0_PROT_A,-10.335,train,train,train,train,test
5M8I_0_RNA_B_5M8I_0_PROT_A,-5.737,train,train,train,train,test
5M8I_10_RNA_B_5M8I_10_PROT_A,-5.737,train,train,train,train,test
5M8I_11_RNA_B_5M8I_11_PROT_A,-5.737,train,train,train,train,test
5M8I_12_RNA_B_5M8I_12_PROT_A,-5.737,train,train,train,train,test
5M8I_13_RNA_B_5M8I_13_PROT_A,-5.737,train,train,train,train,test
5M8I_14_RNA_B_5M8I_14_PROT_A,-5.737,train,train,train,train,test
5M8I_15_RNA_B_5M8I_15_PROT_A,-5.737,train,train,train,train,test
5M8I_16_RNA_B_5M8I_16_PROT_A,-5.737,train,train,train,train,test
5M8I_17_RNA_B_5M8I_17_PROT_A,-5.737,train,train,train,train,test
5M8I_18_RNA_B_5M8I_18_PROT_A,-5.737,train,train,train,train,test
5M8I_19_RNA_B_5M8I_19_PROT_A,-5.737,train,train,train,train,test
5M8I_1_RNA_B_5M8I_1_PROT_A,-5.737,train,train,train,train,test
5M8I_2_RNA_B_5M8I_2_PROT_A,-5.737,train,train,train,train,test
5M8I_3_RNA_B_5M8I_3_PROT_A,-5.737,train,train,train,train,test
5M8I_4_RNA_B_5M8I_4_PROT_A,-5.737,train,train,train,train,test
5M8I_5_RNA_B_5M8I_5_PROT_A,-5.737,train,train,train,train,test
5M8I_6_RNA_B_5M8I_6_PROT_A,-5.737,train,train,train,train,test
5M8I_7_RNA_B_5M8I_7_PROT_A,-5.737,train,train,train,train,test
5M8I_8_RNA_B_5M8I_8_PROT_A,-5.737,train,train,train,train,test
5M8I_9_RNA_B_5M8I_9_PROT_A,-5.737,train,train,train,train,test
5MPG_0_RNA_B_5MPG_0_PROT_A,-8.91,train,train,test,train,train
5MPG_10_RNA_B_5MPG_10_PROT_A,-8.91,train,train,test,train,train
5MPG_11_RNA_B_5MPG_11_PROT_A,-8.91,train,train,test,train,train
5MPG_12_RNA_B_5MPG_12_PROT_A,-8.91,train,train,test,train,train
5MPG_13_RNA_B_5MPG_13_PROT_A,-8.91,train,train,test,train,train
5MPG_14_RNA_B_5MPG_14_PROT_A,-8.91,train,train,test,train,train
5MPG_15_RNA_B_5MPG_15_PROT_A,-8.91,train,train,test,train,train
5MPG_16_RNA_B_5MPG_16_PROT_A,-8.91,train,train,test,train,train
5MPG_17_RNA_B_5MPG_17_PROT_A,-8.91,train,train,test,train,train
5MPG_18_RNA_B_5MPG_18_PROT_A,-8.91,train,train,test,train,train
5MPG_19_RNA_B_5MPG_19_PROT_A,-8.91,train,train,test,train,train
5MPG_1_RNA_B_5MPG_1_PROT_A,-8.91,train,train,test,train,train
5MPG_2_RNA_B_5MPG_2_PROT_A,-8.91,train,train,test,train,train
5MPG_3_RNA_B_5MPG_3_PROT_A,-8.91,train,train,test,train,train
5MPG_4_RNA_B_5MPG_4_PROT_A,-8.91,train,train,test,train,train
5MPG_5_RNA_B_5MPG_5_PROT_A,-8.91,train,train,test,train,train
5MPG_6_RNA_B_5MPG_6_PROT_A,-8.91,train,train,test,train,train
5MPG_7_RNA_B_5MPG_7_PROT_A,-8.91,train,train,test,train,train
5MPG_8_RNA_B_5MPG_8_PROT_A,-8.91,train,train,test,train,train
5MPG_9_RNA_B_5MPG_9_PROT_A,-8.91,train,train,test,train,train
5MPL_0_RNA_B_5MPL_0_PROT_A,-8.688,train,train,test,train,train
5MPL_10_RNA_B_5MPL_10_PROT_A,-8.688,train,train,test,train,train
5MPL_11_RNA_B_5MPL_11_PROT_A,-8.688,train,train,test,train,train
5MPL_12_RNA_B_5MPL_12_PROT_A,-8.688,train,train,test,train,train
5MPL_13_RNA_B_5MPL_13_PROT_A,-8.688,train,train,test,train,train
5MPL_14_RNA_B_5MPL_14_PROT_A,-8.688,train,train,test,train,train
5MPL_15_RNA_B_5MPL_15_PROT_A,-8.688,train,train,test,train,train
5MPL_16_RNA_B_5MPL_16_PROT_A,-8.688,train,train,test,train,train
5MPL_17_RNA_B_5MPL_17_PROT_A,-8.688,train,train,test,train,train
5MPL_18_RNA_B_5MPL_18_PROT_A,-8.688,train,train,test,train,train
5MPL_19_RNA_B_5MPL_19_PROT_A,-8.688,train,train,test,train,train
5MPL_1_RNA_B_5MPL_1_PROT_A,-8.688,train,train,test,train,train
5MPL_2_RNA_B_5MPL_2_PROT_A,-8.688,train,train,test,train,train
5MPL_3_RNA_B_5MPL_3_PROT_A,-8.688,train,train,test,train,train
5MPL_4_RNA_B_5MPL_4_PROT_A,-8.688,train,train,test,train,train
5MPL_5_RNA_B_5MPL_5_PROT_A,-8.688,train,train,test,train,train
5MPL_6_RNA_B_5MPL_6_PROT_A,-8.688,train,train,test,train,train
5MPL_7_RNA_B_5MPL_7_PROT_A,-8.688,train,train,test,train,train
5MPL_8_RNA_B_5MPL_8_PROT_A,-8.688,train,train,test,train,train
5MPL_9_RNA_B_5MPL_9_PROT_A,-8.688,train,train,test,train,train
5SZE_0_RNA_C_5SZE_0_PROT_A,-10.461,train,train,train,test,train
5TF6_0_RNA_B_5TF6_0_PROT_A,-11.641,train,test,train,train,train
5U9B_0_RNA_B_5U9B_0_PROT_A,-9.389,train,test,train,train,train
5U9B_10_RNA_B_5U9B_10_PROT_A,-9.389,train,test,train,train,train
5U9B_11_RNA_B_5U9B_11_PROT_A,-9.389,train,test,train,train,train
5U9B_12_RNA_B_5U9B_12_PROT_A,-9.389,train,test,train,train,train
5U9B_13_RNA_B_5U9B_13_PROT_A,-9.389,train,test,train,train,train
5U9B_14_RNA_B_5U9B_14_PROT_A,-9.389,train,test,train,train,train
5U9B_15_RNA_B_5U9B_15_PROT_A,-9.389,train,test,train,train,train
5U9B_16_RNA_B_5U9B_16_PROT_A,-9.389,train,test,train,train,train
5U9B_17_RNA_B_5U9B_17_PROT_A,-9.389,train,test,train,train,train
5U9B_18_RNA_B_5U9B_18_PROT_A,-9.389,train,test,train,train,train
5U9B_19_RNA_B_5U9B_19_PROT_A,-9.389,train,test,train,train,train
5U9B_1_RNA_B_5U9B_1_PROT_A,-9.389,train,test,train,train,train
5U9B_2_RNA_B_5U9B_2_PROT_A,-9.389,train,test,train,train,train
5U9B_3_RNA_B_5U9B_3_PROT_A,-9.389,train,test,train,train,train
5U9B_4_RNA_B_5U9B_4_PROT_A,-9.389,train,test,train,train,train
5U9B_5_RNA_B_5U9B_5_PROT_A,-9.389,train,test,train,train,train
5U9B_6_RNA_B_5U9B_6_PROT_A,-9.389,train,test,train,train,train
5U9B_7_RNA_B_5U9B_7_PROT_A,-9.389,train,test,train,train,train
5U9B_8_RNA_B_5U9B_8_PROT_A,-9.389,train,test,train,train,train
5U9B_9_RNA_B_5U9B_9_PROT_A,-9.389,train,test,train,train,train
5UDZ_0_RNA_V_W_5UDZ_0_PROT_A_B,-9.594,train,test,train,train,train
5V7C_0_RNA_C_5V7C_0_PROT_B,-6.988,test,train,train,train,train
5W1H_0_RNA_B_5W1H_0_PROT_A,-12.78,train,train,train,train,test
5W1I_0_RNA_B_5W1I_0_PROT_A,-12.785,train,train,train,train,test
5W6V_0_RNA_R_5W6V_0_PROT_A,-9.445,train,train,train,test,train
5WLH_0_RNA_B_5WLH_0_PROT_A,-12.66,train,train,train,train,test
5WWE_0_RNA_B_5WWE_0_PROT_A,-8.552,train,train,test,train,train
5WWF_0_RNA_B_5WWF_0_PROT_A,-9.031,train,train,test,train,train
5WWG_0_RNA_B_5WWG_0_PROT_A,-9.078,train,train,test,train,train
5WWW_0_RNA_B_5WWW_0_PROT_A,-6.315,test,train,train,train,train
5WWX_0_RNA_C_5WWX_0_PROT_A,-7.56,train,train,test,train,train
5WZG_0_RNA_B_5WZG_0_PROT_A,-10.219,train,train,test,train,train
5WZH_0_RNA_B_5WZH_0_PROT_A,-10.469,train,train,test,train,train
5WZJ_0_RNA_B_5WZJ_0_PROT_A,-10.753,train,train,test,train,train
5WZK_0_RNA_B_5WZK_0_PROT_A,-9.266,train,train,test,train,train
5Y58_0_RNA_X_5Y58_0_PROT_A_B,-9.422,train,train,train,train,test
5YKI_0_RNA_C_5YKI_0_PROT_A,-12.032,train,test,train,train,train
5YTS_0_RNA_B_5YTS_0_PROT_A,-7.578,train,train,train,train,test
5YTT_0_RNA_B_5YTT_0_PROT_A,-7.395,train,train,train,train,test
5YTV_0_RNA_B_5YTV_0_PROT_A,-8.044,train,train,train,train,test
5YTX_0_RNA_B_5YTX_0_PROT_A,-8.008,train,train,train,train,test
5ZC9_0_RNA_B_5ZC9_0_PROT_A,-6.98,train,train,test,train,train
5ZKJ_0_RNA_E_5ZKJ_0_PROT_A,-9.164,train,test,train,train,train
5ZTM_0_RNA_C_5ZTM_0_PROT_A_B,-9.134,train,train,train,train,test
6A6J_0_RNA_B_6A6J_0_PROT_A,-9.069,train,train,train,train,test
6B14_0_RNA_R_6B14_0_PROT_H_L,-11.318,test,train,train,train,train
6B3K_0_RNA_R_6B3K_0_PROT_H_L,-9.436,test,train,train,train,train
6C6K_0_RNA_E_6C6K_0_PROT_A,-9.966,train,test,train,train,train
6CMN_0_RNA_D_6CMN_0_PROT_A,-7.833,train,train,train,test,train
6D12_0_RNA_C_6D12_0_PROT_A_B,-9.299,test,train,train,train,train
6DB9_0_RNA_R_6DB9_0_PROT_H_L,-8.385,test,train,train,train,train
6DCB_0_RNA_B_6DCB_0_PROT_A,-9.544,train,train,test,train,train
6DCC_0_RNA_B_6DCC_0_PROT_A,-10.166,train,train,test,train,train
6DCL_0_RNA_C_D_6DCL_0_PROT_A_B,-10.648,train,train,test,train,train
6F4G_0_RNA_C_6F4G_0_PROT_A_B,-11.307,train,train,train,test,train
6F4H_0_RNA_B_6F4H_0_PROT_A,-10.183,train,train,train,test,train
6FPQ_0_RNA_B_6FPQ_0_PROT_A,-6.93,train,train,train,test,train
6FPX_0_RNA_B_6FPX_0_PROT_A,-9.289,train,train,train,test,train
6FQ3_0_RNA_B_6FQ3_0_PROT_A,-8.016,test,train,train,train,train
6FQR_0_RNA_C_6FQR_0_PROT_A,-6.074,test,train,train,train,train
6G2K_0_RNA_R_6G2K_0_PROT_A_B,-6.428,train,train,train,test,train
6G99_0_RNA_A_6G99_0_PROT_B,-6.177,train,train,train,test,train
6G99_10_RNA_A_6G99_10_PROT_B,-6.177,train,train,train,test,train
6G99_11_RNA_A_6G99_11_PROT_B,-6.177,train,train,train,test,train
6G99_12_RNA_A_6G99_12_PROT_B,-6.177,train,train,train,test,train
6G99_13_RNA_A_6G99_13_PROT_B,-6.177,train,train,train,test,train
6G99_14_RNA_A_6G99_14_PROT_B,-6.177,train,train,train,test,train
6G99_15_RNA_A_6G99_15_PROT_B,-6.177,train,train,train,test,train
6G99_16_RNA_A_6G99_16_PROT_B,-6.177,train,train,train,test,train
6G99_17_RNA_A_6G99_17_PROT_B,-6.177,train,train,train,test,train
6G99_18_RNA_A_6G99_18_PROT_B,-6.177,train,train,train,test,train
6G99_19_RNA_A_6G99_19_PROT_B,-6.177,train,train,train,test,train
6G99_1_RNA_A_6G99_1_PROT_B,-6.177,train,train,train,test,train
6G99_2_RNA_A_6G99_2_PROT_B,-6.177,train,train,train,test,train
6G99_3_RNA_A_6G99_3_PROT_B,-6.177,train,train,train,test,train
6G99_4_RNA_A_6G99_4_PROT_B,-6.177,train,train,train,test,train
6G99_5_RNA_A_6G99_5_PROT_B,-6.177,train,train,train,test,train
6G99_6_RNA_A_6G99_6_PROT_B,-6.177,train,train,train,test,train
6G99_7_RNA_A_6G99_7_PROT_B,-6.177,train,train,train,test,train
6G99_8_RNA_A_6G99_8_PROT_B,-6.177,train,train,train,test,train
6G99_9_RNA_A_6G99_9_PROT_B,-6.177,train,train,train,test,train
6GBM_0_RNA_A_6GBM_0_PROT_B,-5.557,train,train,train,train,test
6GBM_10_RNA_A_6GBM_10_PROT_B,-5.557,train,train,train,train,test
6GBM_11_RNA_A_6GBM_11_PROT_B,-5.557,train,train,train,train,test
6GBM_12_RNA_A_6GBM_12_PROT_B,-5.557,train,train,train,train,test
6GBM_13_RNA_A_6GBM_13_PROT_B,-5.557,train,train,train,train,test
6GBM_14_RNA_A_6GBM_14_PROT_B,-5.557,train,train,train,train,test
6GBM_15_RNA_A_6GBM_15_PROT_B,-5.557,train,train,train,train,test
6GBM_16_RNA_A_6GBM_16_PROT_B,-5.557,train,train,train,train,test
6GBM_17_RNA_A_6GBM_17_PROT_B,-5.557,train,train,train,train,test
6GBM_18_RNA_A_6GBM_18_PROT_B,-5.557,train,train,train,train,test
6GBM_19_RNA_A_6GBM_19_PROT_B,-5.557,train,train,train,train,test
6GBM_1_RNA_A_6GBM_1_PROT_B,-5.557,train,train,train,train,test
6GBM_2_RNA_A_6GBM_2_PROT_B,-5.557,train,train,train,train,test
6GBM_3_RNA_A_6GBM_3_PROT_B,-5.557,train,train,train,train,test
6GBM_4_RNA_A_6GBM_4_PROT_B,-5.557,train,train,train,train,test
6GBM_5_RNA_A_6GBM_5_PROT_B,-5.557,train,train,train,train,test
6GBM_6_RNA_A_6GBM_6_PROT_B,-5.557,train,train,train,train,test
6GBM_7_RNA_A_6GBM_7_PROT_B,-5.557,train,train,train,train,test
6GBM_8_RNA_A_6GBM_8_PROT_B,-5.557,train,train,train,train,test
6GBM_9_RNA_A_6GBM_9_PROT_B,-5.557,train,train,train,train,test
6GC5_0_RNA_E_6GC5_0_PROT_A,-8.436,train,train,train,test,train
6GX6_0_RNA_B_6GX6_0_PROT_A,-7.265,test,train,train,train,train
6HYU_0_RNA_B_6HYU_0_PROT_A,-9.408,test,train,train,train,train
6KWQ_0_RNA_B_C_6KWQ_0_PROT_A,-9.196,train,train,train,train,test
6KWR_0_RNA_B_C_6KWR_0_PROT_A,-9.2,train,train,train,train,test
6MCE_0_RNA_A_6MCE_0_PROT_B,-10.428,test,train,train,train,train
6MCE_1_RNA_A_6MCE_1_PROT_B,-10.428,test,train,train,train,train
6MCE_2_RNA_A_6MCE_2_PROT_B,-10.428,test,train,train,train,train
6MCE_3_RNA_A_6MCE_3_PROT_B,-10.428,test,train,train,train,train
6MCE_4_RNA_A_6MCE_4_PROT_B,-10.428,test,train,train,train,train
6MCE_5_RNA_A_6MCE_5_PROT_B,-10.428,test,train,train,train,train
6MCE_6_RNA_A_6MCE_6_PROT_B,-10.428,test,train,train,train,train
6MCE_7_RNA_A_6MCE_7_PROT_B,-10.428,test,train,train,train,train
6MCE_8_RNA_A_6MCE_8_PROT_B,-10.428,test,train,train,train,train
6MCE_9_RNA_A_6MCE_9_PROT_B,-10.428,test,train,train,train,train
6MCF_0_RNA_A_6MCF_0_PROT_B,-10.215,test,train,train,train,train
6MCF_1_RNA_A_6MCF_1_PROT_B,-10.215,test,train,train,train,train
6MCF_2_RNA_A_6MCF_2_PROT_B,-10.215,test,train,train,train,train
6MCF_3_RNA_A_6MCF_3_PROT_B,-10.215,test,train,train,train,train
6MCF_4_RNA_A_6MCF_4_PROT_B,-10.215,test,train,train,train,train
6MCF_5_RNA_A_6MCF_5_PROT_B,-10.215,test,train,train,train,train
6MCF_6_RNA_A_6MCF_6_PROT_B,-10.215,test,train,train,train,train
6MCF_7_RNA_A_6MCF_7_PROT_B,-10.215,test,train,train,train,train
6MCF_8_RNA_A_6MCF_8_PROT_B,-10.215,test,train,train,train,train
6MCF_9_RNA_A_6MCF_9_PROT_B,-10.215,test,train,train,train,train
6NOC_0_RNA_B_6NOC_0_PROT_A,-10.492,train,test,train,train,train
6NOD_0_RNA_D_6NOD_0_PROT_A,-10.282,train,train,test,train,train
6NOF_0_RNA_B_6NOF_0_PROT_A,-10.619,train,test,train,train,train
6NOH_0_RNA_B_6NOH_0_PROT_A,-10.422,train,test,train,train,train
6NY5_0_RNA_C_6NY5_0_PROT_A_B,-9.954,train,train,test,train,train
6O16_0_RNA_C_6O16_0_PROT_A,-10.918,train,test,train,train,train
6PUN_0_RNA_B_6PUN_0_PROT_A,-9.479,train,test,train,train,train
6R7B_0_RNA_D_6R7B_0_PROT_A_B,-10.56,train,train,train,test,train
6RT6_0_RNA_E_6RT6_0_PROT_B,-6.756,train,test,train,train,train
6RT7_0_RNA_E_6RT7_0_PROT_B,-7.406,train,test,train,train,train
